Customer,Total Queries,Avg MB Scanned,Avg Execution Secs,Max Execution Secs
MASTPST,830,24.98978234819277,0.42822048192771084,4.631
ORWILLF,811,47.47420165351418,0.5057792848335388,7.78
PAKEYSN,793,140.62580574274904,1.05824842370744,14.376
AKVOLAM,765,27.13991351372549,0.5641816993464052,4.291
DEMO,751,3.0719466950732355,0.28180292942743007,12.375
PACFF,749,79.5493573965287,0.8757837116154873,15.723
NJRCHDH,724,29.919851055248618,0.9647541436464088,9.745
INVOAOH,703,118.67620604836415,1.3114139402560454,10.369
OHSTJOE,699,54.6720101130186,0.6538354792560801,10.434
COJFSVC,686,41.82036569387755,0.6315072886297376,12.186
WATRITS,640,31.68299375625,0.5697625000000001,6.767
MAYOUIN,613,55.15037046818923,0.7311402936378467,8.582
GALKT,610,482.55466361967217,4.173404918032787,61.859
OHRAVEN,603,123.52309928689884,1.1000248756218907,17.37
COMHBHI,591,72.59965288663282,0.7351776649746193,9.044
CABOYR,585,21.09243726153846,0.41143076923076927,7.001
DEMO3,553,25.625021954792043,0.4110307414104883,6.62
OHCCC,541,24.215596532347504,0.5406099815157117,4.871
MACRJ,539,49.15016554359926,0.6703840445269017,9.292
GAPINES,535,104.55897780934579,0.917207476635514,10.191
MIWLSLS,517,116.33101393810445,2.1315551257253382,37.128
MHSDL,511,23.289205211350296,0.43367906066536205,6.91
AKCCI,502,17.564128107569722,0.6247828685258965,6.449
MOREDIS,493,85.9552133245436,1.1300324543610547,12.75
OHCOMHA,480,28.644896874999997,0.3331895833333334,6.541
OHACC,473,26.197696636363634,0.6689640591966174,12.273
BGVLG,468,36.829136974358974,0.4501239316239316,5.16
NJPREBH,460,77.0729797673913,0.9161760869565216,5.458
MOQOPC,442,101.29864116289592,0.9691538461538461,16.501
FSVCA,441,147.6073137142857,2.4375736961451246,23.165
WALIFLN,427,35.578230231850114,0.8569953161592506,9.721
DEMO6,422,71.52714739810426,0.9976635071090048,64.926
OHMCKHL,420,130.35355015,1.1458380952380953,12.613
TRLGY,414,124.04254940096618,3.0116690821256036,76.401
PFORP,414,50.97288254830918,0.5732898550724638,6.451
FCAWEB,412,85.64957461650485,0.842509708737864,6.614
ILECKER,403,33.68207677915633,0.5330471464019851,6.883
AKDENALI,391,19.286753283887467,0.4273452685421995,15.95
DCCCA,384,72.86993077864584,1.7606041666666667,16.257
OHGCBHS,373,38.70013420643431,1.0160509383378016,17.78
PACRSCS,369,23.162527100271003,0.5303008130081301,6.619
SHLTR,364,11.346130532967035,0.29406043956043953,5.14
MASMDOC,355,24.13323935774648,0.5444788732394366,4.222
WACCDOY,341,15.778599029325513,0.3409266862170088,6.959
VILAG,334,54.81584904191617,0.8005149700598803,7.419
OHFOBHS,333,73.53078084684685,0.31661261261261264,6.576
ISAOH,331,225.7090162326284,1.7540362537764351,19.923
GARCVPL,321,19.91119425856698,0.40554205607476634,10.688
NJCFGHN,321,128.0571069906542,1.003532710280374,12.73
KYMRYHT,304,9.402237953947369,0.4195723684210526,6.746
OHLYAFS,301,101.51478862126245,0.9726179401993355,9.447
OHSIXCO,280,97.40483367499999,0.9449571428571429,8.856
OHCRSCN,275,11.43765550909091,0.5627381818181818,5.461
ORNHSOH,269,205.8103894907063,1.3842342007434945,9.002
PACCTC,269,50.5211036654275,0.5582639405204461,4.801
DEMOSYS,267,7.118413471910112,0.2501123595505618,2.633
OHPIKEC,248,65.36433905241935,2.0649717741935487,8.844
COCONSORTIUM,248,128.51381143145161,5.152697580645161,43.009
WILDR,247,43.85370507692307,0.51748987854251,4.455
MOBCSVS,247,81.39644464372469,0.7368421052631579,6.061
SWANS,242,119.23749246694214,1.225876033057851,8.183
CTCCAOH,241,21.79859882987552,0.6258547717842323,11.039
ILPILRS,237,35.20122047257384,0.6273544303797468,6.045
EMRGC,232,55.416624883620685,0.6089310344827585,5.907
SMEMR,224,98.56723016071429,0.7824241071428572,9.214
TNQUINCO,218,9.522449178899082,0.3759862385321101,5.014
MAGADRA,212,122.3200809245283,2.2653066037735847,21.319
NECHN,211,45.09359443127962,0.7277867298578199,9.144
SDLSSSD,203,12.889908497536945,0.41207881773399013,8.23
PALCARC,201,20.62899774626866,0.3412238805970149,4.139
WACCSWW,187,29.861810748663103,0.358951871657754,2.843
WAAMBHS,169,9.619375964497042,0.4166272189349112,13.935
OHCLS,162,23.71385848765432,0.481716049382716,8.634
ALBRIGE,161,15.950573279503105,0.6261055900621117,7.785
CLTSP,160,29.951273500000003,0.6575124999999999,6.792
MASTANN,156,44.50390776282051,0.4869679487179487,4.739
MNNPMHC,149,6.582832912751678,0.33772483221476507,4.12
OHNDI,144,67.43346445833333,0.7371041666666667,5.075
MTHFH,138,17.385473557971014,0.5037101449275362,8.643
DECNXNS,136,409.4140795735294,3.476779411764706,59.2
CTCWBGC,130,11.841941007692308,0.5651230769230768,9.623
OHWOMENS,128,11.23208521875,0.293703125,3.941
MNHDC,123,300.4290397723577,1.770910569105691,16.028
NJCMMAU,115,58.58988913043478,0.869191304347826,6.312
MIALLIANCE,114,114.63450701754387,3.9561228070175436,23.977
GAGTWY,106,323.7844463113208,2.8188867924528305,33.98
OHBHCCH,105,54.59555791428571,0.8877047619047619,9.77
IAYHFS,103,18.58693517475728,0.5318932038834951,6.461
ORBRWRC,97,8.175758391752577,0.44073195876288657,1.645
CATVFSI,95,28.780999536842103,0.5993999999999999,5.464
KYADANT,89,17.889451764044946,0.6177078651685393,3.06
CHRYSALIS,85,16.06312951764706,0.46154117647058823,6.267
ORCFD,84,180.29555920238096,3.354869047619048,18.808
MABOSTN,80,12.567294125,0.5883625,3.837
AKCHLDF,80,38.2989194125,0.7884125,4.275
CTCTREN,79,5.924668151898734,0.4246962025316456,6.821
DEMO11,73,249.61650253424656,1.8264246575342467,7.858
PALARCHE,71,11.744040352112677,0.792887323943662,7.904
GAAACSB,71,65.35904516901408,1.3386197183098592,9.897
ILBEWCB,70,16.0610158,0.7554571428571428,7.788
AKJAM,70,32.0207177,0.7327,4.544
NJSTRES,68,14.154229014705882,0.5075882352941177,7.613
PAVPS,68,7.356151985294118,0.4718970588235294,10.139
IAFOUNDATION,67,293.48945341791045,1.5249402985074627,5.661
YTHHM,65,2.6067602,0.2942153846153846,7.472
WADSBHC,62,7.6213716451612905,0.3794677419354839,5.235
NYLISCI,62,48.474365016129035,1.7403709677419357,8.458
SBHIO,59,66.44462945762712,0.9902881355932204,4.785
OHISBHOHIO,58,55.53903336206896,1.381258620689655,27.439
CTJFSGNH,55,17.176304872727272,0.45012727272727276,5.737
MAINSHR,54,40.148117981481484,0.6717962962962963,5.622
ORFAMSL,47,128.70919327659573,1.0005531914893617,10.013
FMRSH,47,59.22900763829787,1.1812978723404255,9.746
ORXPIOH,45,3.610540666666667,0.3828444444444445,3.293
FCDHS,41,14.467951146341465,0.561,5.934
WAFMLYS,40,15.30363985,1.0121,10.257
CTBHCAR,37,37.298986324324325,0.8640810810810811,8.397
NYCNGSV,36,37.19545733333334,0.979888888888889,6.203
CTCHFST,35,10.172195714285715,0.9421714285714285,9.32
ORKRSNW,31,30.951889322580644,0.6288064516129032,3.67
CPLSY,31,200.18878835483872,1.4435483870967742,6.646
GACFI,25,27.70847032,0.84628,7.555
CGCMF,25,9.116233919999999,0.7049599999999999,8.273
TLLMK,23,4.8631086521739135,0.45034782608695656,2.495
PAUNITY,21,5.533928190476191,0.41280952380952385,1.869
RINEBAS,19,34.20647215789474,0.7465263157894736,3.069
PADCFCM,19,43.56293836842105,1.605263157894737,5.73
FAMOUT,19,17.349867894736843,1.014421052631579,3.612
CAREY,17,12.29324505882353,0.8762352941176471,6.285
CTTCFGC,17,14.330745882352941,0.8561176470588235,5.899
SOUND,15,0,0.8704,7.638
ALECMHC,11,0,2.0611818181818182,14.728
ILHEART,11,0,0.8951818181818182,6.248
OHMIDOH,11,0,1.578,9.774
PAJFKBH,11,0,0.2625454545454545,1.583
PACVCAI,11,0,0.8727272727272727,4.941
EARTH,11,0,1.5299090909090909,8.77
PAFSH,11,0,0.3439090909090909,2.61
MNCHOSC,11,0,1.2769090909090908,8.219
INYTHOC,11,0,0.28363636363636363,2.24
MAPINEI,11,0,1.3018181818181818,12.655
MAVOLAM,11,0,1.3466363636363636,8.754
OHEASTC,11,0,1.0856363636363637,8.061
ORLKGLS,11,0,1.5018181818181817,9.361
GAMFBHC,11,0,0.5907272727272728,3.665
ORWBC,11,0,1.85,13.166
PAJADEW,10,0,1.6106000000000003,10.247
GAVASHT,10,0,2.0492999999999997,13.011
PWAYGA,10,0,1.0236,8.877
ALMAMHA,10,0,1.2478,7.996
UTCPF,10,0,1.7609000000000001,15.549
IAAHFA,10,0,0.7603,4.884
MNNHCFS,10,0,1.1582000000000001,10.03
CAHILLS,10,0,0.3338,1.787
OHCOMCS,5,0,1.8202000000000003,9.071
MOGRCTR,5,0,1.3254,6.601
WACRSIS,5,0,1.6928,8.425
ILHAS,5,0,0.6352,3.152
FGCWC,5,0,0.8454,4.201
MAMENT,5,0,0.0576,0.267
LARMSRV,5,0,0.1726,0.839
OHLGRCI,5,0,0.29700000000000004,1.46
GADUGCB,5,0,1.7998,8.974
SCHRC,5,0,0.7048,3.496
AZFAMSA,5,0,0.8071999999999999,4.011
NJVANHS,5,0,0.5824,2.889
MAHILEC,5,0,1.6654,8.299
GATRINS,5,0,1.1252,5.594
ALCAHBA,5,0,0.2582,1.264
GACOBB,5,0,0.493,2.434
ILHRCTR,5,0,0.6759999999999999,3.347
TMHCATN,5,0,1.6042,7.998
CTLNVPCR,5,0,1.4232,7.088
OHREACH,5,0,1.1502000000000001,5.725
OHPRISM,5,0,0.8436,4.189
NJTRCHI,5,0,1.0798,5.363
TXCAD,5,0,1.2364000000000002,6.154
NJCTS,5,0,1.0462,5.206
OHRIVRS,5,0,1.34,6.673
OHELDRS,5,0,0.511,2.529
NYSTCHS,5,0,1.8643999999999998,9.296
OCMACC,5,0,0.8008,3.974
NCOMM,5,0,0.38239999999999996,1.886
ASFCF,5,0,2.9878,14.904
AKSEAVW,5,0,0.1656,0.802
TCNBH,5,0,1.5337999999999998,7.636
ILSOSUB,5,0,0.2132,1.037
TNRENEW,5,0,0.0396,0.162
ILSRTCN,5,0,0.6138,3.042
OHCOMPDRUG,5,0,0.31179999999999997,1.537
OHSCITO,5,0,1.6957999999999998,8.446
OHEMPEX,5,0,0.3942,1.933
MAMENTR,5,0,0.493,2.433
LHSET,5,0,1.3794,6.85
HAYMKT,5,0,1.3906,6.923
SNTRO,5,0,0.6628000000000001,3.275
PAWOODS,5,0,0.5222,2.587
UTPIHC,5,0,1.3162,6.552
DEMO1,5,0,1.269,6.3
TRIAL,5,0,0.1446,0.678
AKSPBHS,5,0,1.7309999999999999,8.63
WACLRKC,5,0,1.0002,4.966
GAAHOPE,5,0,1.6164,8.057
AKJUYSI,5,0,0.8666,4.293
CMHAC,5,0,1.6114000000000002,8.031
NJJFSCN,5,0,1.3317999999999999,6.633
CAGHMHC,5,0,0.46340000000000003,2.293
ILSAFRF,5,0,2.6136,13.044
DECNXNS2,5,0,1.1814,5.877
DRENK,5,0,2.0398,10.173
ORVOAOR,5,0,1.538,7.66
CWOOD,5,0,0.5518,2.73
UCSIA,5,0,0.049,0.216
VBHCS,5,0,0.6642,3.291
ILGPSVC,5,0,0.1036,0.493
MALCFTD,5,0,0.8754,4.349
NJBNNBR,5,0,1.2302,6.128
OHFRSHC,5,0,1.0402,5.165
NJJFCHS,5,0,1.2728,6.338
SIGNL,5,0,1.1868,5.901
ORXPIOHEDS,5,0,0.8752000000000001,4.353
IAYTHSS,5,0,0.8715999999999999,4.331
GAPTPRO,5,0,1.6341999999999999,8.139
CPSVC,5,0,0.9965999999999999,4.95
OHCAMBR,5,0,0.175,0.851
OHPSYCC,5,0,1.2612,6.279
NJMHC,5,0,0.6976,3.455
SMTPSY,5,0,1.47,7.324
NJFSH,5,0,1.3048,6.497
KYREDWD,5,0,0.5866,2.902
CTBRANF,5,0,1.2808,6.376
WAPOCCS,5,0,0.544,2.693
OHPEPRO,5,0,1.0862,5.387
OHGESMV,5,0,0.10880000000000001,0.515
TCVMH,5,0,1.3112,6.531
AUTOMATION,5,0,0.629,3.1
ARCHTEMP,5,0,0.040999999999999995,0.173
OHMUSBH,5,0,1.2936,6.441
AKACHMS,5,0,1.5524,7.737
OHCCHOO,5,0,0.48579999999999995,2.404
PANORTC,5,0,0.043,0.185
NJOCC,5,0,0.39540000000000003,1.94
TMPMH,5,0,0.9816,4.879
WACHLDC,5,0,1.65,8.226
TCNMCRC,5,0,0.26339999999999997,1.278
HRZNH,5,0,0.7062,3.478
OCNMH,5,0,1.9352,9.643
ERDGH,5,0,2.1524,10.717
DRUMMOND,5,0,1.3554,6.748
JEVSHS,5,0,0.516,2.558
TXHOUST,5,0,1.3854,6.902
WMHCTR,5,0,0.21139999999999998,1.021
WADYTHS,5,0,0.1298,0.607
OHJCESC,5,0,2.1452,10.7
OHGLCTR,5,0,0.5852,2.899
OHBRITV,5,0,1.2269999999999999,6.102
ALVOASE,5,0,1.4594,7.269
MIKCC,5,0,2.1874,10.915
WAXPIOH,5,0,1.1984,5.962
OHMATHP,5,0,0.2602,1.275
DEMO4,5,0,0.397,1.956
ORXPIOHI2,5,0,1.1954,5.951
LAURL,5,0,0.6272,3.11
DRKCT,5,0,1.9194,9.57
CRSRD,5,0,0.9384,4.657
PCFCS,5,0,0.4774,2.363
AKKANA,5,0,1.3372,6.661
ILLSS,5,0,0.3832,1.868
PAARCMANOR,5,0,1.157,5.754
MOARTHURCTR,5,0,1.0234,5.091
KSFND,5,0,1.334,6.642
NYCFHFS,5,0,0.24980000000000002,1.226
ALHIGHS,5,0,1.3878,6.911
WBRGN,5,0,0.267,1.31
DEMO7,5,0,0.9288000000000001,4.612
DEMO15,5,0,1.706,8.503
CFLFCI,5,0,0.9494,4.713
OHSHCCC,5,0,0.8708,4.318
CTCCFSN,5,0,0.5896,2.914
NYOCMSI,5,0,1.197,5.955
PBH,5,0,1.5628,7.79
WAOLYPC,5,0,0.029199999999999997,0.099
MAWYFSN,5,0,1.4814,7.335
TXATLTS,5,0,0.265,1.298
OHFSRVA,5,0,0.1786,0.86
AKS,5,0,1.0506,5.213
GGMHC,5,0,0.6372,3.161
AKCS,5,0,0.8886,4.416
CTJFSGH,5,0,1.0804,5.374
MTWAIN,5,0,0.23500000000000001,1.147
PAAUBER,5,0,1.6916,8.427
NJJHI,5,0,1.0577999999999999,5.253
OHUMADA,5,0,0.625,3.077
DPHMH,5,0,2.0114,10.031
GABMC,5,0,1.1002,5.474
OHEMERG,5,0,1.8454000000000002,9.201
TRAINING,5,0,0.063,0.287
NYCASES,5,0,1.3294000000000001,6.621
AAMHC,5,0,1.2188,6.055
ALEAMHC,5,0,0.1318,0.631
ZMBRO,5,0,1.9306,9.624
CTPERCP,5,0,0.16299999999999998,0.784
OHBUTLR,5,0,1.427,7.107
DEMOSYS_CRED,5,0,1.064,5.293
GROGA,5,0,1.3126,6.537
DEMO12,5,0,0.11000000000000001,0.508
ARTSVC,5,0,0.05739999999999999,0.251
PAICFSI,5,0,1.2746,6.339
MCCA,5,0,1.9083999999999999,9.511
NJJWFCS,5,0,1.5262,7.562
CCHIT,5,0,1.7136,8.544
PSYSVC,5,0,2.675,13.351
PACOGI,5,0,0.4056,2.001
GAFLNCN,5,0,1.6558,8.255
OHSCCRC,5,0,0.5642,2.78
NYFSWCH,5,0,1.2555999999999998,6.25
